0,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,
0.990930735,0.924264069,1.30213223,0.944449111,1.832115395,1.650066441,1.611406455,1.533824001,2.430973373,2.836826063,2.302249553,2.09534929,2.819242157,3.06056743,3.740504734,3.512572696,2.588344793,2.065865055,3.372760348,3.941896022,3.332783069,
0.688561808,0.965685425,1.105177592,1.519857595,1.734943223,1.396109884,1.75229888,2.390440161,2.157180762,9.34231221,2.804304425,2.915139757,2.507214037,8.967703198,6.266820229,3.327525351,3.219653989,3.340731585,3.906744485,3.200381946,3.60047491,
0.741421356,0.924264069,0.995011319,1.613776939,1.551119269,1.734794162,2.120368919,1.913027361,2.260602893,2.828101797,2.546157224,2.261182218,3.64001325,3.273752178,7.340531371,2.495702403,75.53329597,3.090745908,4.482543779,4.23805507,9.234263725,
0.782842712,0.863316498,0.986923296,1.521230628,1.260929964,1.260845804,84.49894573,5.470927054,2.872585456,2.072040344,3.302759905,2.144198284,2.159959012,2.510259036,3.040319248,2.912258618,3.344283453,2.822321626,3.353516758,78.81825906,5.10551719,
0.782842712,0.929983165,1.273994095,1.195449499,1.52692523,2.46116265,2.366766383,1.92451129,2.386699532,1.800038356,3.485319272,3.367623941,3.521784003,2.480804376,3.38199019,2.476130573,3.93495273,3.50121986,3.138738828,2.859492934,3.731060981,
1.079054363,0.957597402,1.830535193,0.999018758,1.636181522,1.569811745,1.992230784,2.127359933,2.508604067,2.596334166,2.332532918,2.385621197,2.670398782,6.139018477,65.29898116,3.344252473,9.31516594,3.322389949,4.161567278,3.386720442,3.950120819,
0.977123617,0.768816503,1.266344253,1.15617798,1.295890794,1.654075437,2.010574274,2.021032781,2.276480346,3.129658672,2.544985516,2.508605264,2.887216839,2.992037721,4.352767958,2.630663168,3.551313003,3.874015704,3.461088213,11.20570025,3.932618959,
0.843790283,0.97118543,1.281863028,1.175485104,1.778293769,1.59092505,1.863517981,1.766244043,2.002996018,2.686620858,2.965720304,3.094868599,3.462516987,2.93287327,2.884439854,2.440641597,3.479595347,3.515260744,3.857337728,75.74794137,4.592319529,
0.824264069,1.391003879,1.067397081,0.991370473,2.145398616,1.444520698,1.494398228,2.461126174,2.526429463,2.141459713,2.800867785,1.817765279,2.74101799,2.451876667,3.513966498,3.420601919,3.827339713,7.899373906,2.761257931,3.421053957,3.176001212,
0.802368927,0.838071187,1.175923285,1.012387696,1.495451056,1.734542632,1.65962118,1.901066829,2.293267925,2.937493114,4.456545499,2.732386971,2.994978089,2.976535401,3.873010607,3.444652298,3.950622296,3.382836234,3.213781299,3.792998055,3.259373002,
1.122625556,0.796649831,1.087142386,1.006887691,2.316461022,2.262715626,1.108818437,1.668798896,1.807945849,2.417848635,1.821864962,2.230692922,2.673662807,3.876068438,3.395089107,8.589953649,2.498605716,3.100377821,3.753043243,3.791281759,4.827477849,
0.838071187,0.641421356,1.14171359,1.581186593,1.80050245,1.372354025,2.036911559,1.953640892,2.497276922,2.810789097,3.264280003,2.488229052,2.436469537,2.717873323,2.618492643,3.294242885,3.221558633,3.250875499,3.573857444,58.849561,3.659753411,
0.918544973,0.869035594,1.012827434,1.665067301,1.590609879,1.750809428,1.877703477,1.931942042,2.01242456,2.767346244,3.467277973,2.511739392,3.341160127,2.888111574,7.55830946,3.587285011,3.170901373,3.067982922,8.42823965,3.250053469,4.158105615,
0.963316498,1.004737854,1.153809053,1.203318432,1.496767155,1.421134547,63.86613813,1.856076213,1.891965956,2.729055495,3.169335736,2.548951825,2.80684098,3.396806598,2.966249235,3.252854779,3.507925778,2.839052948,3.552751556,3.37564875,3.332499985,
0.999018758,1.024264069,1.730845033,1.324994483,1.772643209,1.531812144,1.928023795,1.783613831,2.46790337,2.038212867,3.442070687,2.687899438,2.768681443,2.919152964,3.663102074,3.67123,3.191910877,2.663219452,71.63611755,4.183625672,3.679802811,
0.896649831,0.838071187,1.100730414,1.41436418,1.91163399,2.955144396,1.930170582,1.869057134,2.398116055,2.631634482,68.49855236,2.994012469,3.115954295,2.651686307,2.668224589,2.245795844,3.188129403,3.666722715,4.121674274,3.689217655,3.694486778,
1.004737854,0.938071187,1.174213185,1.048089957,14.16098773,1.680513699,2.115621061,2.115163131,2.05844514,2.491037692,2.929945796,2.696818085,3.588908065,2.984678441,3.900634512,3.395911061,3.928156854,2.537322853,3.877248066,3.369989158,4.605969434,
