0,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,
0,0,0.494280904,0.63548317,1.192861482,1.090711645,1.480675269,1.457728856,1.842203491,2.350604066,2.418743842,1.473246074,2.771294375,2.475496278,14.95100069,2.482979497,3.569764335,2.868883563,3.691763212,3.207844194,3.461661914,
0,0,0.702149837,0.755009385,1.350692104,0.972897087,1.685348425,1.986565494,1.718399026,1.5812042,2.457090011,2.001977309,2.649856968,15.87959719,3.321278576,3.328862696,2.344730584,3.137941074,25.21232796,3.123772506,2.900163696,
0,0,0.655009385,0.649290289,1.384554369,0.91023786,1.553061031,2.164508705,15.11679084,2.19143494,2.351383865,2.942253559,19.10959861,2.545840537,3.266865861,3.082302509,19.40699737,3.534827973,3.156684095,3.245607631,14.644786,
0,0,0.821676051,0.63548317,0.843352103,1.151221035,1.477563354,1.741178068,1.77688692,2.130068856,2.383101247,2.701826793,2.613123696,3.682598943,2.634360783,2.93005281,3.230573729,2.935989435,13.62614474,3.482963183,3.264172796,
0,0,0.749290289,0.613807119,1.225756634,1.216086853,1.253370872,1.910973605,2.359068718,2.657458988,2.415628248,16.42438324,2.967343016,2.775700927,2.495960294,2.510451562,2.643568086,2.704046747,4.010854988,3.982412331,3.277349866,
0,0,0.633333333,0.421676051,1.647032095,1.11381245,1.828877342,1.234644399,2.616437292,15.85870222,2.140172535,2.13687271,3.048379439,3.334596047,3.035521754,2.706309757,3.465248192,2.890146652,3.170234684,2.932078272,3.442420392,
0,0,0.8,0.627614237,1.277219698,1.296430741,2.051666104,1.731514877,1.883128355,2.365195763,2.506815003,2.12856099,2.761102677,2.376845804,15.43769967,18.49243709,16.46665645,2.799538997,3.219230831,2.834375283,3.231063446,
0,0,0.651659216,0.666666667,1.182094691,1.367307888,1.970831055,2.270641471,2.069277918,2.07866066,2.191412002,2.48320925,3.064444019,12.27180317,3.015504295,2.335012483,13.65896146,19.83432804,3.333358353,2.790013433,14.30089903,
0,0,0.688561808,0.615956955,1.457693483,1.304299673,2.367060132,1.780748412,2.02234021,1.762477727,1.726367501,2.466235367,2.596311802,2.483754605,22.85250515,2.946270999,14.61292811,3.507047,3.157358033,14.5549808,3.314401897,
0,0,0.729544984,0.900534262,1.161239805,1.486834102,1.575924842,1.95169992,1.924298182,2.811735402,2.07335252,2.355881009,2.803767787,2.504290859,3.253278491,3.031143467,22.62211881,3.124423176,26.87150603,2.865253516,2.990980253,
0,0,0.776685436,0.594280904,1.076375595,1.378744523,2.149403622,1.753320826,1.592462448,1.919328151,2.062022316,1.673375971,2.932759924,2.746883708,2.710829033,17.16488796,4.313332988,2.806223886,2.825172301,3.236521491,3.007286605,
0,0,0.809489839,0.360947571,1.039782844,1.18328245,2.326820321,1.62432112,2.500460474,2.335083253,3.049822736,2.074183128,2.483282096,2.614926044,18.78483048,2.695854529,2.584845341,2.700226484,3.353418533,17.55050287,3.210789611,
0,0,0.641421356,0.627614237,1.43315339,1.551879863,2.226400058,1.618551861,1.91211856,2.213365983,2.39369407,2.098441866,2.376285142,20.83849399,2.748402296,22.13729888,4.225287657,23.0418527,3.668818474,3.423399122,14.50741778,
0,0,0.763097408,0.776904526,1.169108737,1.07118543,1.77061747,1.944289157,2.235516632,1.755210868,1.724608023,2.56410434,2.597389712,2.702616959,2.38585357,16.2870773,2.949688715,22.30745584,16.07393365,3.552210977,3.849335128,
0,0,0.713807119,0.815956955,1.156849381,1.212827434,1.694483945,1.624799887,2.221127428,1.655020047,2.623850668,2.604570506,2.541288352,15.29371111,2.447067246,2.189164,2.909635431,13.81297088,13.93086813,3.328681251,3.561933863,
