0,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,
0,0,0.47475469,0.788342718,1.172368156,0.967977732,1.128148499,1.959940777,1.973119422,2.355345052,2.252442907,3.029837223,2.851369342,2.584912525,3.283589078,3.399146867,2.711140056,2.651308551,3.857589261,3.564923342,4.246984738,
0,0,0.702368927,0.460947571,1.592551641,0.984773459,1.982258183,1.747680045,1.795508107,1.869699753,2.379752635,2.180627308,2.872208375,2.436445166,3.042973166,2.716476566,3.338077098,3.433829252,3.415936583,3.155509818,4.202163514,
0,0,0.741421356,0.643571193,0.902368927,1.089001546,2.512652822,2.034442561,2.095617152,2.308845134,2.446376512,2.462428057,2.064989124,2.454798982,3.055831867,3.403911614,3.178403938,3.412229219,24.59597792,4.246354119,6.275534301,
0,0,0.407868933,0.782404532,1.068506663,1.060108799,1.451755297,1.476065755,2.38659856,1.904305004,2.559626669,2.661070655,2.413437156,2.14895625,2.374632622,3.629278774,5.349298562,3.037639699,3.878286795,3.928146822,4.153249907,
0,0,0.784554369,0.796430741,1.188691705,1.260767627,1.877907308,1.387194106,2.0824328,2.36341791,2.215303313,2.276887296,2.40504464,2.577249385,2.579449913,5.331999757,3.318264552,2.965502643,3.719683887,3.499524977,4.085226955,
0,0,0.433333333,0.733333333,1.247364873,1.394044207,1.703679992,1.471839225,1.414977271,1.905273673,2.585692458,2.74741736,3.055723944,2.452716824,3.079890482,3.02754988,3.155871669,5.067975036,2.661830937,8.734132064,4.004577518,
0,0,0.621895142,0.629983165,1.54938637,1.220037539,1.418016042,1.60411973,1.959840191,1.765647952,2.558695085,2.498769631,2.403522987,2.657722265,2.924445272,3.165259106,2.646252409,3.198667197,3.147496818,3.858556728,3.25043858,
0,0,0.651440126,0.602149837,1.198580578,1.223735138,1.53905776,1.332793386,1.684374425,2.117493999,3.008795616,2.208319332,2.436058373,2.819846362,2.791164978,5.337502679,2.84186034,3.739024858,3.630345368,3.749548409,3.54948345,
0,0,0.863097408,0.741421356,1.106889248,1.029544984,1.399460053,1.593295006,1.251440126,1.827434294,1.939513707,2.200184409,2.806529834,2.868703836,3.651120155,3.15127237,2.49832641,3.24034656,19.0310306,3.077161681,3.707752658,
0,0,0.660947571,0.660947571,1.320037539,1.100949505,1.484725498,1.608070416,1.981025813,2.272296215,2.543449582,2.357730011,3.175398489,2.650520737,3.006942756,3.432897997,2.914469879,3.224044206,3.309275543,3.719542642,3.599887541,
0,0,0.578616182,0.680473785,1.007249252,1.65002226,1.367397081,1.437013326,1.833969384,1.917706202,2.057745203,2.119970395,3.091679196,3.642214822,3.700510525,3.206682196,3.805337212,2.862922239,3.178686485,6.591471869,3.175747632,
0,0,0.588342718,0.815956955,1.468821834,1.317887702,1.427400478,1.988815012,2.124157269,1.862134447,2.488463801,2.793791417,2.499155543,2.642741585,3.101136993,2.920241537,3.873039671,3.226251977,3.359950534,4.090253071,3.611507668,
0,0,0.521895142,0.601620906,1.055009385,1.682651891,1.498710475,2.269480662,2.297591689,1.895645123,2.825662986,2.548693039,2.755065176,2.362327603,3.682984035,2.553145171,3.114903147,3.481108465,3.951975118,3.76764614,3.346604481,
0,0,0.882623622,0.729764074,1.23539242,1.157159221,1.51673909,1.475199758,2.075632905,2.450803214,2.683775829,2.51579322,2.901260744,2.583908997,2.447315204,3.106326651,2.464508705,3.072103836,3.152676055,3.671658547,3.341515231,
0,0,0.708088023,0.641421356,1.076375595,0.79590181,1.52035271,2.010972033,2.261540831,2.050697812,2.761118997,2.287622827,2.796047695,3.414990353,2.460507479,2.736402559,2.994994627,2.850951081,3.777092161,3.17992864,3.934105925,
0,0,0.655228475,0.757378312,1.272897087,1.104518764,1.773679221,1.445192099,1.818399026,1.99867353,2.117389613,2.631325566,2.69405833,5.435166598,2.633688028,2.61787334,3.516662934,4.611917774,3.609767035,3.426017821,3.631829505,
0,0,0.441202266,0.549509379,1.078835273,1.463389641,1.508819994,1.85846445,1.77918426,2.324191989,2.550885288,2.339410898,3.158233785,2.644267796,3.352501752,2.916642903,3.458361253,3.723632487,3.880882367,3.670597824,3.926107983,
0,0,0.480473785,0.588342718,0.959309058,1.292642391,1.648614231,1.804771968,2.386518715,1.513486262,2.504648661,2.173737018,3.068402839,2.944947101,6.448412432,2.478678564,2.998814088,3.422841211,2.890512009,2.915026035,3.32693736,
0,0,0.696211651,0.527614237,1.412387696,0.976904526,1.983118854,1.868185806,1.961954503,1.782662769,2.199768634,2.297422756,2.71983944,2.941401525,3.273451693,3.151077978,3.222369152,2.556782255,3.696287043,3.400504755,3.460487324,
0,0,0.643352103,0.837633007,1.414099352,1.709934907,1.715755117,1.3414945,1.880271947,1.997041607,2.416898377,2.041634761,2.312963039,2.338037668,2.77082905,5.274725196,3.293359912,3.343612658,7.213187302,3.80419294,3.703629626,
0,0,0.849290289,0.766666667,1.259089968,1.361458895,1.930811217,1.819351602,1.872283996,1.471477664,2.4314331,2.489731818,3.090941259,2.887119745,2.45662903,2.902136491,2.920827661,2.878457639,3.148946803,3.533335277,3.425726689,
0,0,0.890273464,0.73570226,1.145501939,1.176156505,1.849076529,1.27741585,2.238635788,2.144799656,2.078785226,2.315301096,3.212357911,2.741652665,2.75687092,2.822604405,2.722445729,3.391258988,3.667453718,8.125175912,3.016272769,
0,0,0.547140452,0.760947571,1.090492555,1.181565761,1.390622452,1.675092661,2.270263701,2.142840424,2.808786156,2.521884423,2.6816127,2.438531031,3.124721333,2.854288097,2.804975145,3.32642632,4.230499334,3.633095181,4.121783042,
0,0,0.715956955,0.796430741,0.977563354,1.055520709,1.398051647,1.453500769,1.852532101,1.723646321,2.896509331,2.838464159,2.460255949,2.133368352,2.622012763,2.822704739,3.02403394,2.95417012,3.368581782,3.272736834,3.217282821,
0,0,0.641421356,0.741421356,1.093002772,1.001620906,1.830008347,1.606798498,1.945701337,2.59769176,2.43824181,2.903865146,2.414435767,2.553629934,2.633756486,2.597051873,3.20548267,2.912193034,4.075836744,3.76950482,67.86371712,
0,0,0.6,0.496211651,1.432353649,0.960947571,1.635814551,1.446926693,2.147619337,1.776690767,2.517190749,2.710697587,2.848335881,2.937367643,3.112464724,2.690224243,2.987637513,3.04489263,3.861011166,3.716046898,28.81975415,
0,0,0.668816503,0.688561808,1.318106792,1.394843948,1.766778957,1.439563753,1.475324324,1.5171385,2.286967773,2.111926176,2.892130713,2.579473357,3.388243767,2.408790794,2.861528621,3.056713071,3.233883209,3.608110881,3.337061831,
0,0,0.715956955,0.827614237,1.633356958,0.960947571,1.54572103,1.818844095,2.023043364,1.835905301,2.303804719,2.400439633,2.426947755,2.275254765,3.260049267,3.295710047,3.258472449,2.802357598,3.990056483,4.039804126,3.758546914,
0,0,0.576904526,0.67475469,0.982623622,1.163097408,1.170877147,1.71130794,2.439554939,2.016473987,1.998026623,3.001394975,4.398926991,2.121590632,2.888438693,2.511819597,3.708070309,3.200654179,3.174775916,3.739354558,3.581495656,
0,0,0.810018769,0.380473785,1.446593914,1.412077856,1.535465563,1.459050938,1.96790046,1.53927685,2.442431671,2.187090968,2.801563755,3.618802781,2.910941834,2.589331133,3.002741102,3.040851249,3.392080963,3.594928114,5.535236449,
0,0,0.863097408,0.513807119,1.251440126,1.024044978,1.472058315,1.137633007,1.814653423,2.05299855,2.536002758,2.119108394,2.417528192,2.905739752,3.11720516,4.041711421,14.60947729,3.330014165,3.404836413,3.7261479,6.527637787,
0,0,0.702368927,0.741421356,1.204958501,1.0961209,1.96924587,1.568985547,2.07217653,2.241948361,2.313176421,1.734786455,2.729298563,2.844197097,2.446573041,3.091378041,3.175508338,3.0876362,3.216970449,3.946403101,3.390865593,
0,0,0.802368927,0.621676051,1.250382264,1.174444849,1.584818588,2.046042909,2.183850825,2.216935359,2.205489634,2.506049594,2.549022057,2.377053233,2.855046127,2.35429716,2.806240278,2.655010092,3.303759758,3.202442817,3.510295844,
0,0,0.73548317,0.549071198,1.080163945,1.476690767,1.935219892,1.748962842,1.957412802,2.026294141,2.357296651,2.373835162,2.44219017,2.653684621,2.698520478,2.660864863,2.283411088,2.684428919,3.30256436,10.58257791,3.670969605,
0,0,0.582404532,0.555228475,0.939782844,1.233315727,1.345411189,1.659601292,2.037216504,2.116391008,2.453932736,1.993965378,3.261284399,2.393860913,3.193157449,2.086839433,2.977595772,2.747750059,3.587244819,4.009607893,3.82462955,
0,0,0.588342718,0.580473785,1.322025039,1.201839996,1.564011524,2.001079402,1.821006324,1.891798449,2.2153671,2.597714522,2.815413663,2.863119108,2.321121205,2.682108348,2.495782969,3.011487855,3.80089001,3.442758229,4.367632974,
0,0,0.633333333,0.782623622,1.116615783,1.250911195,1.709911969,1.804648661,2.141752737,1.918276364,2.530451468,2.485749739,2.518383977,2.262539854,2.524825266,3.118144522,2.873154235,2.966207924,3.625483684,3.301402278,4.085194884,
0,0,0.779054363,0.63548317,1.064937404,0.972897087,1.592934625,1.618225811,1.69136544,2.160401033,2.454666883,1.964218028,2.59589419,2.977821462,4.094111089,3.040070687,3.549444505,3.265859449,2.982649827,3.79191097,2.842377803,
