0,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,
0.655228475,0.696430741,1.002149837,1.145411189,1.750264288,1.888697036,1.94648127,1.840660762,2.569570641,2.12936378,2.503753136,2.734159946,3.419521311,3.159399656,4.058471118,4.225421798,3.549851954,3.599932989,3.611790757,3.534863504,4.593511001,
0.702368927,0.81023786,1.550510604,1.525046203,1.677016817,1.904901865,2.010129879,2.085843539,2.059004549,2.666341953,2.809100286,3.27139347,3.051909015,3.048151253,3.682652241,2.937641204,3.392535018,4.43779613,3.669536182,2.983108186,4.005106237,
0.782842712,0.621895142,1.311858766,1.157378312,1.818570155,1.371755065,1.621045354,2.206267618,3.450023578,2.975637055,2.897109848,3.861485684,3.263020409,3.09069766,3.558991326,3.048610371,3.599198421,3.254684287,3.716339857,3.465189427,4.69939197,
0.669035594,0.757378312,1.039782844,1.243352103,1.059309058,1.929589462,2.146223149,2.483334344,2.419459605,2.420235228,2.545896962,2.733408027,2.676060894,3.881829354,2.970041483,4.197331193,3.809345112,3.436084075,3.857486232,4.756086528,5.511702882,
0.608088023,0.896649831,1.011858766,1.165247244,1.837086846,1.962573808,1.756973064,2.631342646,2.985860751,2.918394498,2.762164053,3.191467952,2.838002867,2.832849687,3.58382822,3.296961053,3.572033465,4.912926928,4.115020194,4.273323528,3.57458779,
0.782842712,0.943790283,1.045501939,2.592801706,1.596216982,2.007417296,2.241043863,2.381678188,2.481505226,2.454225968,2.876814561,2.736333097,3.218247514,3.105522667,4.137226474,3.4941286,3.681713472,3.522056566,3.48638251,4.018137084,3.906374438,
0.655228475,0.943571193,0.976375595,1.251130285,1.178835273,1.644353328,2.467089819,2.904890986,2.459619392,2.78797264,2.763831359,2.643232984,3.132840768,3.454288389,3.050776349,3.898129028,3.505442199,4.997153926,4.039367509,4.374580659,4.558487683,
0.608088023,0.784773459,1.374956173,1.352751191,1.64498493,1.410553031,1.915142186,2.669379193,2.215693678,2.584705806,2.597036548,3.299440866,3.102780736,2.847274526,4.575537276,3.049358955,4.064293023,3.807880276,3.82896447,4.635121873,4.325763997,
0.57475469,1.092642391,1.045501939,1.569237077,1.952131887,3.903054724,2.369915208,2.335422107,2.860720293,2.588027192,3.022908829,2.814135664,3.081150797,4.280202394,3.407623644,3.225754634,2.582518207,4.336259264,4.008855436,4.391229078,5.91767088,
0.743790283,0.951659216,1.349801613,1.111858766,1.612827434,1.548969432,1.502813996,1.796982769,2.833276045,2.367533866,2.895527445,3.354733487,3.163231076,3.345821372,3.477988777,3.994012445,3.742125855,3.491934452,6.121498519,3.923612604,3.794782767,
0.627614237,0.851659216,0.965247244,1.404591907,1.176375595,1.834813109,2.071703642,2.688212959,1.93086138,2.064136402,2.825198464,2.971277875,2.960143215,3.31690325,3.136161271,3.215538065,3.909147252,3.242979465,3.007435019,4.579640702,5.727091723,
0.588561808,1.655869696,1.031913911,1.32436015,1.945363228,1.783355594,1.928825093,2.47200154,2.401492211,2.566924687,2.772573261,2.550830931,2.950793892,3.07610468,3.501257999,3.095835061,3.436155238,4.298808833,4.363186163,4.820573141,3.98809528,
