start ,1.0,123.0,171.0,188.0,60.0,188.0,100.0,54.0,139.0,145.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,134.0,117.0,188.0,60.0,188.0,100.0,54.0,139.0,145.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,138.0,168.0,150.0,158.0,150.0,118.0,10.0,45.0,193.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,165.5,169.5,150.0,158.0,150.0,118.0,10.0,45.0,193.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,82.0,169.0,68.0,138.0,108.0,138.0,134.0,74.0,103.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,92.5,162.0,68.0,138.0,108.0,138.0,134.0,74.0,103.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,128.0,192.0,77.0,185.0,37.0,185.0,134.0,59.0,105.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,116.5,109.5,77.0,185.0,37.0,185.0,134.0,59.0,105.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,169.0,172.0,194.0,120.0,194.0,160.0,68.0,190.0,166.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,167.5,99.0,194.0,120.0,194.0,160.0,68.0,190.0,166.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,125.0,174.0,124.0,199.0,164.0,199.0,48.0,192.0,144.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,134.5,124.5,124.0,199.0,164.0,199.0,48.0,192.0,144.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,154.0,99.0,67.0,18.0,107.0,18.0,187.0,29.0,187.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,170.5,130.5,67.0,18.0,107.0,18.0,187.0,29.0,187.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,138.0,105.0,56.0,104.0,56.0,64.0,138.0,22.0,20.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,79.0,85.0,56.0,104.0,56.0,64.0,138.0,22.0,20.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,131.0,121.0,190.0,172.0,190.0,132.0,190.0,21.0,193.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,162.0,118.5,190.0,172.0,190.0,132.0,190.0,21.0,193.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,122.0,151.0,39.0,109.0,39.0,149.0,110.0,28.0,6.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,64.0,135.5,39.0,109.0,39.0,149.0,110.0,28.0,6.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,61.0,150.0,141.0,107.0,141.0,147.0,185.0,195.0,71.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,66.0,145.0,141.0,107.0,141.0,147.0,185.0,195.0,71.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,107.0,70.0,27.0,97.0,27.0,57.0,143.0,54.0,40.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,73.5,129.0,27.0,97.0,27.0,57.0,143.0,54.0,40.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,183.0,180.0,79.0,3.0,119.0,3.0,70.0,163.0,26.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,104.5,124.5,79.0,3.0,119.0,3.0,70.0,163.0,26.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,37.0,8.0,89.0,199.0,89.0,159.0,0.0,19.0,131.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,84.0,30.5,89.0,199.0,89.0,159.0,0.0,19.0,131.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,54.0,20.0,56.0,102.0,56.0,62.0,99.0,117.0,86.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,70.0,31.0,56.0,102.0,56.0,62.0,99.0,117.0,86.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,116.0,75.0,6.0,6.0,6.0,46.0,98.0,5.0,74.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,95.0,101.5,6.0,6.0,6.0,46.0,98.0,5.0,74.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,73.0,1.0,75.0,108.0,115.0,108.0,28.0,49.0,92.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,82.5,12.0,75.0,108.0,115.0,108.0,28.0,49.0,92.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,185.0,21.0,6.0,165.0,6.0,125.0,82.0,48.0,92.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,138.5,89.5,6.0,165.0,6.0,125.0,82.0,48.0,92.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,149.0,12.0,40.0,138.0,80.0,138.0,172.0,110.0,17.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,83.0,67.0,40.0,138.0,80.0,138.0,172.0,110.0,17.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,172.0,42.0,4.0,42.0,44.0,42.0,12.0,34.0,158.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,165.0,59.5,4.0,42.0,44.0,42.0,12.0,34.0,158.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,2.0,156.0,166.0,187.0,126.0,187.0,15.0,95.0,147.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,74.5,157.5,166.0,187.0,126.0,187.0,15.0,95.0,147.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,125.0,32.0,12.0,86.0,12.0,46.0,193.0,134.0,152.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,138.5,106.0,12.0,86.0,12.0,46.0,193.0,134.0,152.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,52.0,76.0,190.0,198.0,190.0,158.0,9.0,138.0,191.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,121.5,70.0,190.0,198.0,190.0,158.0,9.0,138.0,191.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,86.0,118.0,154.0,31.0,154.0,71.0,174.0,168.0,19.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,52.5,155.0,154.0,31.0,154.0,71.0,174.0,168.0,19.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,23.0,119.0,97.0,91.0,97.0,51.0,108.0,43.0,183.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,103.0,157.0,97.0,91.0,97.0,51.0,108.0,43.0,183.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,15.0,160.0,31.0,157.0,71.0,157.0,166.0,172.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,7.5,151.0,31.0,157.0,71.0,157.0,166.0,172.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,94.0,64.0,197.0,164.0,157.0,164.0,67.0,75.0,73.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,83.5,127.0,197.0,164.0,157.0,164.0,67.0,75.0,73.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,138.0,159.0,132.0,105.0,132.0,65.0,44.0,117.0,83.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,110.5,114.0,132.0,105.0,132.0,65.0,44.0,117.0,83.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,193.0,155.0,193.0,89.0,193.0,129.0,196.0,184.0,117.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,155.0,138.5,193.0,89.0,193.0,129.0,196.0,184.0,117.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,113.0,140.0,135.0,122.0,135.0,82.0,162.0,53.0,162.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,137.5,161.0,135.0,122.0,135.0,82.0,162.0,53.0,162.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,83.0,18.0,4.0,79.0,4.0,39.0,10.0,142.0,94.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,88.5,32.5,4.0,79.0,4.0,39.0,10.0,142.0,94.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,148.0,42.0,14.0,174.0,14.0,134.0,138.0,124.0,40.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,94.0,33.0,14.0,174.0,14.0,134.0,138.0,124.0,40.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,147.0,183.0,174.0,78.0,174.0,38.0,135.0,90.0,39.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,93.0,119.5,174.0,78.0,174.0,38.0,135.0,90.0,39.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,94.0,145.0,15.0,73.0,15.0,33.0,178.0,159.0,191.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,142.5,149.0,15.0,73.0,15.0,33.0,178.0,159.0,191.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,140.0,129.0,144.0,168.0,144.0,128.0,169.0,105.0,53.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,96.5,83.5,144.0,168.0,144.0,128.0,169.0,105.0,53.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,10.0,105.0,90.0,167.0,50.0,167.0,196.0,80.0,96.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,53.0,144.0,90.0,167.0,50.0,167.0,196.0,80.0,96.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,174.0,106.0,35.0,192.0,75.0,192.0,101.0,76.0,38.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,106.0,95.5,35.0,192.0,75.0,192.0,101.0,76.0,38.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,11.0,166.0,128.0,82.0,128.0,42.0,147.0,38.0,96.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,53.5,146.0,128.0,82.0,128.0,42.0,147.0,38.0,96.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,64.0,87.0,39.0,93.0,39.0,53.0,19.0,144.0,123.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,93.5,102.5,39.0,93.0,39.0,53.0,19.0,144.0,123.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,103.0,155.0,134.0,76.0,94.0,76.0,14.0,46.0,164.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,133.5,163.0,134.0,76.0,94.0,76.0,14.0,46.0,164.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,143.0,35.0,70.0,2.0,110.0,2.0,142.0,40.0,51.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,97.0,74.5,70.0,2.0,110.0,2.0,142.0,40.0,51.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,151.0,143.0,62.0,194.0,102.0,194.0,108.0,107.0,198.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,174.5,100.0,62.0,194.0,102.0,194.0,108.0,107.0,198.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,129.0,70.0,44.0,177.0,84.0,177.0,109.0,79.0,55.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,92.0,64.5,44.0,177.0,84.0,177.0,109.0,79.0,55.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,121.0,43.0,36.0,55.0,36.0,15.0,10.0,15.0,133.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,127.0,90.5,36.0,55.0,36.0,15.0,10.0,15.0,133.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,180.0,119.0,47.0,84.0,87.0,84.0,66.0,55.0,61.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,120.5,101.5,47.0,84.0,87.0,84.0,66.0,55.0,61.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,55.0,125.0,130.0,90.0,170.0,90.0,103.0,13.0,119.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,87.0,91.5,130.0,90.0,170.0,90.0,103.0,13.0,119.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,105.0,134.0,38.0,42.0,78.0,42.0,74.0,151.0,31.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,68.0,154.5,38.0,42.0,78.0,42.0,74.0,151.0,31.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,189.0,178.0,121.0,146.0,161.0,146.0,127.0,121.0,194.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,191.5,130.5,121.0,146.0,161.0,146.0,127.0,121.0,194.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,168.0,95.0,62.0,77.0,22.0,77.0,193.0,188.0,2.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,85.0,134.0,62.0,77.0,22.0,77.0,193.0,188.0,2.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,184.0,138.0,19.0,94.0,59.0,94.0,140.0,64.0,20.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,102.0,94.0,19.0,94.0,59.0,94.0,140.0,64.0,20.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,124.0,198.0,173.0,89.0,173.0,49.0,173.0,37.0,10.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,67.0,177.5,173.0,89.0,173.0,49.0,173.0,37.0,10.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,178.0,37.0,170.0,19.0,130.0,19.0,166.0,20.0,35.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,106.5,62.5,170.0,19.0,130.0,19.0,166.0,20.0,35.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,93.0,133.0,80.0,56.0,80.0,16.0,84.0,153.0,39.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,66.0,151.5,80.0,56.0,80.0,16.0,84.0,153.0,39.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,25.0,163.0,161.0,181.0,121.0,181.0,175.0,97.0,95.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,60.0,104.0,161.0,181.0,121.0,181.0,175.0,97.0,95.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,178.0,171.0,161.0,180.0,161.0,140.0,62.0,54.0,48.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,113.0,184.5,161.0,180.0,161.0,140.0,62.0,54.0,48.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,179.0,111.0,199.0,166.0,159.0,166.0,11.0,188.0,176.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,177.5,65.0,199.0,166.0,159.0,166.0,11.0,188.0,176.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,185.0,77.0,7.0,129.0,47.0,129.0,106.0,168.0,181.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,183.0,96.5,7.0,129.0,47.0,129.0,106.0,168.0,181.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,81.0,78.0,159.0,35.0,159.0,75.0,164.0,184.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,40.5,62.0,159.0,35.0,159.0,75.0,164.0,184.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,5.0,61.0,39.0,173.0,39.0,133.0,61.0,11.0,84.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,44.5,119.0,39.0,173.0,39.0,133.0,61.0,11.0,84.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start ,1.0,32.0,64.0,54.0,73.0,54.0,113.0,112.0,179.0,118.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goal  ,0.0,75.0,35.0,54.0,73.0,54.0,113.0,112.0,179.0,118.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
