1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,55,59,63,67,71,75,79,83,87,91,95,99,103,107,111,115,119,123,127,131,135,139,143,147,151,155,159,163,167,171,175,179,183,187,191,195,199
15.57394259,15.33171007,19.85684969,16.23465238,20.35689831,15.54374355,16.69344473,16.10927324,18.18860055,15.94227473,13.89292981,15.5347617,3.030636854,21.64131028,3.217158483,16.86802776,25.79381217,21.94777149,2.823875807,3.468707744,3.064166204,3.935757531,2.88377385,2.570088537,3.459288373,61.2763645,3.243914321,3.308064731,3.45274001,3.296066461,4.050798818,3.397520781,3.311192409,4.060008781,3.459332799,3.943877861,3.32494461,3.021216648,3.172285315,3.29029221,3.617770907,3.422092989,4.13312872,4.364136698,4.103074184,2.833488051,4.22677978,3.314868644,4.173398967,3.723763854,3.21427807,4.058273617,3.12934947,3.25767591,5.273396324,2.836657438,3.203665617,4.453571891,4.547123481,80.35018346,3.443935353,3.754156719,3.215127981,3.683865576,4.651364902,3.032023816,3.824778585,2.538099216,2.529009697,3.104844074,3.520176952,9.665648098,3.367276239,2.245750499,3.886085589,55.1085445,3.087851354,2.928994168,3.342174693,3.564862087,2.585660111,3.578664535,4.57554064,4.546988431,2.714527462,2.167661909,4.69500472,3.891102131
15.7223996,18.77319075,16.65168737,16.17850022,16.13975722,24.67483314,23.52824084,15.12107637,21.91407281,15.3386143,15.87682936,18.3362822,3.469196898,23.95843378,23.16757253,19.73203887,3.677048349,3.696423791,16.54906658,3.668363961,3.127310908,3.367896288,44.31739769,3.113630663,3.796770636,23.75220711,2.636719693,3.677326002,15.06635841,3.701780273,3.377261043,3.603143448,2.748136367,3.352647715,3.862012374,3.698160294,4.350263009,3.334155082,3.464911685,4.014879526,2.891511386,3.258991859,72.18532845,2.914847497,3.756364223,4.245218316,3.256496918,3.880038656,2.400854098,28.52197711,3.440712651,2.679246387,4.8364322,3.427949457,23.28064,2.453951349,3.057890259,3.257848779,3.421817442,87.64846464,4.129380393,3.111564705,4.686957819,4.882701416,4.857357503,2.292836857,3.880114212,3.015785252,4.296646355,4.695398426,3.470534688,3.210816242,3.395900472,3.56629482,4.027426017,2.849579771,3.501731411,3.571761568,4.128664499,3.062512172,3.419238825,3.59355253,2.641791274,3.264338583,3.700742793,3.856549318,3.219238825,3.20301447
15.55733749,16.66138187,16.225991,15.98903534,17.22731517,15.29973606,19.15622755,24.5105531,23.17191866,24.53481403,4.20041111,26.4756166,3.541565613,2.981244652,22.68322227,3.749892908,3.214239302,3.362734353,3.847984854,2.980674935,23.70480041,3.320258192,4.344941069,3.975366319,3.678902244,3.267397711,3.841582874,3.268653159,3.422475825,3.262909943,4.103086264,3.64095616,3.361428352,2.841215241,2.968484885,16.35046752,3.536514379,3.491228734,3.408346038,3.597309361,4.086992537,3.500664177,2.676610503,3.136579295,3.256932292,3.969298064,3.257224385,4.056517661,3.200855055,3.99256657,4.574455996,3.529386508,41.93648802,4.400751952,2.096403675,4.087981875,2.000389691,3.289564824,60.7269667,4.102070219,3.560750113,3.605697395,3.178206031,3.307867522,3.675158381,3.37281287,2.797873377,3.339953407,3.921593738,4.348843594,2.722000232,3.702941094,4.502524662,2.211312228,93.04853376,2.864966184,4.47351999,3.606390432,2.281914321,4.436673046,3.097937625,3.849001642,4.003003258,3.793399685,3.025043451,2.995863845,3.804875961,3.854518128
15.26515649,15.72159466,16.06551357,15.88674561,14.72005278,15.09514729,20.43925203,16.91916641,17.55216016,14.68075958,16.0601707,2.800540747,24.29758001,2.843464393,21.69444378,21.7149663,3.569057511,3.297477789,3.042498249,2.981479916,3.410269569,3.417992331,17.23687452,3.219304684,3.277344385,2.798743322,3.288331234,3.372260801,3.942952829,3.070372487,3.690882959,3.896998586,18.18002965,4.038762347,3.416197348,3.171618216,3.688875103,3.121210711,2.827226335,3.707584499,3.270411694,3.023467203,3.907889876,3.945734217,3.850167753,3.475167433,3.65328598,3.679910482,3.840143561,2.813071032,20.19352576,4.0829654,3.570789223,2.456719601,4.181987604,3.88596108,2.732828565,2.511669284,42.85132701,2.764612019,3.461955352,2.831386843,3.281511863,3.179551035,2.889292223,3.370905531,4.142744033,2.854096641,3.476426318,2.536054157,8.087844528,3.37340174,3.63440597,2.956673013,3.785452389,2.497873377,3.396415219,3.686452614,3.667147281,3.887987659,4.153746567,3.490019197,3.760552479,2.97995383,3.772835864,3.725754017,3.090868109,4.106645626
16.07697659,13.0721581,16.36697295,16.87897268,21.67544303,29.16706137,15.8588387,16.01701879,19.60215679,25.13911879,19.15158936,25.62660966,21.52531025,3.830599562,27.71594614,2.671777786,16.08184804,2.794398954,13.68622984,3.324782303,3.764976554,15.69438345,3.236903792,3.791265012,2.843443949,3.934268202,3.170522531,3.347224764,3.317687781,3.003169871,3.80140419,3.161865821,3.751689873,2.928567798,3.818675405,3.45455997,3.854534211,4.094743619,2.85453176,3.871159261,4.039860811,3.502214166,3.964145921,2.572277702,2.765998597,2.977930752,3.586968176,3.69803431,4.095144861,3.185941503,20.00471118,4.960707917,3.344040008,3.075319797,4.968431066,2.802200241,2.816351462,3.968890993,3.699982944,2.683062143,4.092939238,2.76488427,3.314562345,2.858038814,4.051743222,3.025866854,3.910090345,4.521366912,3.211313358,3.39331488,2.315786384,2.414764669,2.814369853,4.502939672,4.050606962,3.240439014,3.238032812,2.113711452,2.268372892,3.678163584,3.987942531,3.499457483,3.53455217,2.036964323,2.524280062,4.040742358,3.437552664,3.424759354
14.62290673,14.27398857,15.43890869,23.72542835,16.57477325,16.42163983,22.51441359,15.73908882,16.36221397,15.38568446,20.79969675,19.63935462,27.49625967,16.60756015,3.227135109,21.07158589,19.53744495,19.75996003,3.067719547,3.114868819,3.715909797,3.094310394,3.0582421,18.60288898,3.622300097,3.781916254,3.139507646,3.222010591,14.95630375,3.873894005,3.252448766,3.442112101,4.607904005,3.236536427,3.272509736,3.800139826,3.868068612,3.275706906,4.009685452,14.81054383,2.940120902,3.47520247,4.066868559,2.932064016,3.433558028,3.769520101,26.07032764,3.580713463,3.477827686,3.376963637,27.03557976,3.478591051,61.42046772,4.395412183,3.506568081,5.246290539,2.872881683,3.20095212,3.540312424,3.220304429,3.643348898,3.69524467,4.15330703,3.255927833,3.357214583,3.578446835,3.372785078,3.297282255,3.751621273,3.628748191,4.728840565,4.045496603,3.128642251,2.692438178,4.048253645,3.501585552,4.592375987,3.337841024,4.262971539,3.573820527,2.752802397,3.110157894,3.549287746,5.247601675,3.313796242,3.082850448,3.143995312,2.352076313
15.5548611,17.0783191,14.86385451,22.19346261,15.03112987,14.74436498,16.67584485,15.42996826,25.18537179,20.89192809,20.91019098,22.45670357,3.615719784,3.537713012,18.31970324,20.46439439,17.82048322,2.989362001,2.548587122,2.937525805,3.434540087,16.6688059,3.260907611,3.241175186,2.960234409,3.540783217,3.063238455,3.672942481,3.578353021,3.154995511,2.846796795,2.396953405,3.98603804,2.719348628,3.5429892,3.112875445,3.583733486,3.303046086,3.572355381,2.948929518,3.89357043,3.902314926,2.954988563,3.252091294,5.161575365,2.858451911,3.482473643,3.604544127,3.029435743,3.700799919,3.229981237,4.115586488,6.197995237,3.385459825,3.628737985,3.710827692,4.066563724,2.741792406,4.343354339,3.249068858,4.216896725,4.751449933,4.42823017,2.767950152,3.886939796,3.770453538,3.199394486,4.920572899,2.88158066,4.041655531,3.728080175,3.786044279,4.613057759,2.594967372,2.864115755,3.42709748,2.429319295,1.547213595,3.433202203,6.363721887,3.145711609,3.832787395,3.069018641,3.921548988,3.13754811,3.64958846,2.717104467,2.448768088
18.23672277,15.8331176,14.62749325,16.03691217,14.6432719,19.30737893,14.95152308,15.8102771,25.13847951,22.74840539,21.50500226,22.59032796,24.26715758,19.69231698,3.572850225,3.643648663,3.038229983,3.258742822,4.012422495,3.76068398,3.77340101,2.94478026,3.322802781,3.710095655,3.146675784,2.868412034,3.082465596,3.514929373,3.002389925,3.272199731,3.721603526,3.587274784,2.654988475,3.436131178,3.959815306,3.170476967,3.310297878,3.406708998,4.110098301,4.328519052,3.923865235,3.259201324,3.859931548,3.27342129,4.007263392,3.077577775,3.5686178,3.772264095,2.798907257,2.906074219,95.13469105,2.780327528,4.906073732,3.763950077,3.654156958,2.264386876,2.879861636,1.795084462,4.128108675,2.532943672,2.55097766,4.299000614,2.969510915,3.09232034,3.500779383,4.71215398,3.313174735,3.106725225,4.734305931,2.636394981,104.2616495,4.58451712,4.745760683,2.438905042,3.346317609,3.336048791,2.831323112,3.952632468,3.630370928,3.047726982,81.44129269,3.695320927,4.360177646,3.58443724,3.391404672,3.633699133,2.496842408,3.487641625
15.14838749,16.00343643,19.84215869,20.02736,15.43574807,13.70732107,14.48126828,20.51850193,22.78259865,3.149859819,3.397616779,38.14569827,3.862556798,29.81938724,17.80144778,3.055451871,3.939755537,3.611720321,16.07217004,3.510744239,3.404799853,3.041175844,4.137033943,3.180484692,3.303227444,2.844496622,3.869631788,3.203792061,3.023635461,3.69746393,3.432234413,3.807027717,3.468850203,3.77537291,3.664199567,3.642505915,2.75125759,3.801057121,4.197400294,3.683687089,2.648247752,3.141763393,3.054449823,2.37770429,3.757248118,3.572455141,3.294848242,3.193285225,4.037830766,3.636237123,6.069070277,3.438585038,2.672059864,3.952439959,4.088215276,3.254920764,64.34354899,3.141561045,5.060091514,2.74209575,3.223705597,3.603076741,4.930834438,3.149904511,4.016028334,4.213001359,2.900015993,3.706897962,3.486811673,2.664879599,2.578317996,4.473202561,3.870369683,3.790926056,3.690702831,3.625820583,3.21262677,3.243780858,4.528297661,2.724101543,2.769890872,5.543452778,3.488029438,3.010105767,3.653780544,2.772374886,3.216443655,4.473833711
